"File Name","Collection Name#1","Work Type#1","Work Type Vocab#1","Work Type Refid#1","Work Title#1","Work Title Type#1","Work Agent Name#1","Work Agent Name Vocab#1","Work Agent Name Refid#1","Work Agent Name Type#1","Work Agent Role#1","Work Agent Role Vocab#1","Work Agent Role Refid#1","Work Date#1","Work Date Type#1","Subject Term#1","Subject Type#1","Subject Vocab#1","Subject Refid#1","Subject Term#10","Subject Type#10","Subject Vocab#10","Subject Refid#10","Subject Term#11","Subject Type#11","Subject Vocab#11","Subject Refid#11","Subject Term#12","Subject Type#12","Subject Vocab#12","Subject Refid#12","Subject Term#13","Subject Type#13","Subject Vocab#13","Subject Refid#13","Subject Term#14","Subject Type#14","Subject Vocab#14","Subject Refid#14","Subject Term#15","Subject Type#15","Subject Vocab#15","Subject Refid#15","Subject Term#16","Subject Type#16","Subject Vocab#16","Subject Refid#16","Subject Term#17","Subject Type#17","Subject Vocab#17","Subject Refid#17","Subject Term#2","Subject Type#2","Subject Vocab#2","Subject Refid#2","Subject Term#3","Subject Type#3","Subject Vocab#3","Subject Refid#3","Subject Term#4","Subject Type#4","Subject Vocab#4","Subject Refid#4","Subject Term#5","Subject Type#5","Subject Vocab#5","Subject Refid#5","Subject Term#6","Subject Type#6","Subject Vocab#6","Subject Refid#6","Subject Term#7","Subject Type#7","Subject Vocab#7","Subject Refid#7","Subject Term#8","Subject Type#8","Subject Vocab#8","Subject Refid#8","Subject Term#9","Subject Type#9","Subject Vocab#9","Subject Refid#9","Location Name#1","Location Type#1","Location Refid#1","Location Refid Type#1","Work Measurements#1","Work measurement#1","Work Measurement Type#1","Work Measurement Unit#1","Work measurement#2","Work Measurement Type#2","Work Measurement Unit#2","Material#1","Material Type#1","Material Vocab#1","Material Refid#1","Material#2","Material Type#2","Material Vocab#2","Material Refid#2","Material#3","Material Type#3","Material Vocab#3","Material Refid#3","Technique#1","Technique Vocab#1","Technique Refid#1","Technique#2","Technique Vocab#2","Technique Refid#2","Style Period#1","Style Period Vocab#1","Style Period Refid#1","Cultural Context#1","Cultural Context Vocab#1","Cultural Context Refid#1","Cultural Context#2","Cultural Context Vocab#2","Cultural Context Refid#2","Work Description#1","Image Rights#1","Image Source Type#1","Image Source Refid Type#1","Image Source Refid Type#2","Image Measurement#1","Image Measurement Type#1","Image Measurement Unit#1","Image Agent Name#1","Image Agent Type#1","Image Agent Role#1","Image Date#1","Image Date Type#1","Image Work Type#1","Image Work Type Vocab#1","Image Work Type Refid#1","Identifier ARK#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"cosv3n03.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate II: 17th Century French wig, hat, wig","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","wigs","descriptiveTopic","aat","300046049","plumes (ornaments)","descriptiveTopic","aat","300203648","scarves (costume accessories)","descriptiveTopic","aat","300046123","","","","","","","","","","","","","","","","","","","","","","","","","ruffs","descriptiveTopic","aat","300210072","collars (neckwear)","descriptiveTopic","aat","300210058","ruffle","descriptiveTopic","aat","300253712","fringe","descriptiveTopic","aat","300227830","perukes","descriptiveTopic","aat","300210864","cravats","descriptiveTopic","aat","300210059","hairstyles","descriptiveTopic","aat","300262903","hats","descriptiveTopic","aat","300046106","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Baroque","aat","300021147","French","ULAN Nationalities and Places","901600","","","","a. French---periwig with flat crowned hat and turned up brim. Profusion of plumes encircled the crown. A minute mustache. About 1660. b. French---broad brimmed hats, variously cocked, trimmed with a plume. Usually of the traveling type. About 1670. c. French---a very artificial periwig with a ponderous arrangement of formal corkscrew curls. Broad brimmed hat cocked and edged with ostrich fringe. About 1679.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104316500","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/6/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/bg169f02t56s","338853","4862","cosv3n03.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338853~123590"
"cosv1n02.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate II: Egyptian crown, wig, headdress","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","crowns (headdresses)","descriptiveTopic","aat","300046020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","wigs","descriptiveTopic","aat","300046049","headdresses","descriptiveTopic","aat","300046023","headbands (headgear)","descriptiveTopic","aat","300046115","metalwork","descriptiveTopic","aat","300015336","linen (material)","descriptiveTopic","aat","300014069","cosmetics","descriptiveTopic","aat","300236306","plumes (ornaments)","descriptiveTopic","aat","300203648","lappets","descriptiveTopic","aat","300210770","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Egyptian (ancient)","aat","300020251","Ancient Egyptian","ULAN Nationalities and Places","933110","","","","a. A pahent---a combination of the crown of Upper and Lower Egypt symbolizing the union. b. A wig of the ancient empire---falling to the shoulders. A headdress---ancient empire. c. A headdress---ancient empire.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","106291344","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","2/24/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/7q945x46m33t","337960","4862","cosv1n02.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~337960~123544"
"cosv2n02.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate II: Late Middle Ages English headdress, coiffure, coiffure","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","goldwork","descriptiveTopic","aat","300044045","headbands (headgear)","descriptiveTopic","aat","300046115","veils (headcloths)","descriptiveTopic","aat","300046128","","","","","","","","","","","","","","","","","","","","","","","","","wimples","descriptiveTopic","aat","300212997","coronets (crowns)","descriptiveTopic","aat","300213701","metalwork","descriptiveTopic","aat","300015336","galloon","descriptiveTopic","aat","300231784","gems (object genres)","descriptiveTopic","aat","300011172","embroidery (visual works)","descriptiveTopic","aat","300264024","hairstyles","descriptiveTopic","aat","300262903","caps (headgear)","descriptiveTopic","aat","300046094","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","late Medieval","aat","300111307","English","ULAN Nationalities and Places","901310","","","","a. English---a lady in waiting with wimple. About 1350. b. English---a maiden of rank with a simple coiffure of heavy braids on each side. A jeweled coronet and embroidered veil in gold. About 1365. c. English---a lady of rank with coiffure of heavy braids on the side with veil of embroidered gold and silver. About 1330-70.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","105192024","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/5/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/q7126s51r2nt","338359","4862","cosv2n02.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338359~123564"
"cosv1n03.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate III: Egyptian crown, helmet, headdress","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","crowns (headdresses)","descriptiveTopic","aat","300046020","neckpieces","descriptiveTopic","aat","300210071","wigs","descriptiveTopic","aat","300046049","helmets","descriptiveTopic","aat","300036794","","","","","","","","","","","","","","","","","","","","","headdresses","descriptiveTopic","aat","300046023","headbands (headgear)","descriptiveTopic","aat","300046115","metalwork","descriptiveTopic","aat","300015336","motifs","descriptiveTopic","aat","300009700","linen (material)","descriptiveTopic","aat","300014069","cosmetics","descriptiveTopic","aat","300236306","earrings","descriptiveTopic","aat","300045998","hair ornaments","descriptiveTopic","aat","300209287","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Egyptian (ancient)","aat","300020251","Ancient Egyptian","ULAN Nationalities and Places","933110","","","","a. A crown-like headdress of the Queen of Egypt ornamented with the sacred bird, the vulture. b. A helmet worn by a chariot driver. c. A striped headdress worn by a lady of rank, about the 18th dynasty.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104851036","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","2/24/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/9d221s3353js","337979","4862","cosv1n03.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~337979~124439"
"cosv2n03.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate III: Late Middle Ages English high hat, cap, hat","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","hairstyles","descriptiveTopic","aat","300262903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","caps (headgear)","descriptiveTopic","aat","300046094","hats","descriptiveTopic","aat","300046113","chaperons","descriptiveTopic","aat","300210732","velvet (fabric weave)","descriptiveTopic","aat","300133711","pelt","descriptiveTopic","aat","300193371","collars (neckwear)","descriptiveTopic","aat","300210058","steeple crowns","descriptiveTopic","aat","300213001","","","","","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","late Medieval","aat","300111307","English","ULAN Nationalities and Places","901310","","","","a. English---straight high hat with small band of ermine, crown of soft black velvet. 1376. b. English---velvet cap with soft brim of ermine and a loose elongated crown of blue velvet. About 1350. c .English---simple mushroom brim and round hat of fur and rust colored velvet. 1350.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104939520","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/5/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/7q310d85b11q","338378","4862","cosv2n03.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338378~123565"
"cosv3n04.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IV: 17th Century German hat, cap, scarf","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","hairstyles","descriptiveTopic","aat","300262903","scarves (costume accessories)","descriptiveTopic","aat","300046123","jewelry","descriptiveTopic","aat","300209286","ruffs","descriptiveTopic","aat","300210072","collars (neckwear)","descriptiveTopic","aat","300210058","necklaces","descriptiveTopic","aat","300046001","","","","","","","","","","","","","caps (headgear)","descriptiveTopic","aat","300046094","masks","descriptiveTopic","aat","300138758","hats","descriptiveTopic","aat","300046106","hoods (headgear)","descriptiveTopic","aat","300046121","headscarves","descriptiveTopic","aat","300256716","motifs","descriptiveTopic","aat","300009700","linen (material)","descriptiveTopic","aat","300203648","plumes (ornaments)","descriptiveTopic","aat","300203648","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Baroque","aat","300021147","German","ULAN Nationalities and Places","901800","","","","a. German---riding hat with a high crown and large ostrich plume. About 1670. b. German---linen cap with pom pom of cloth. About 1698. c. German---loose kerchiefs and hoods were more or less the rule. Masques were worn to protect the complexion when on the streets. About 1600-1690.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104199132","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/6/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/3c3m560097zw","338872","4862","cosv3n04.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338872~123591"
"cosv1n04.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IV: Egyptian wig, headdress, coronet","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","goldwork","descriptiveTopic","aat","300044045","hairstyles","descriptiveTopic","aat","300262903","headbands (headgear)","descriptiveTopic","aat","300046115","","","","","","","","","","","","","","","","","","","","","","","","","coronets (crowns)","descriptiveTopic","aat","300213701","metalwork","descriptiveTopic","aat","300015336","motifs","descriptiveTopic","aat","300009700","linen (material)","descriptiveTopic","aat","300014069","earrings","descriptiveTopic","aat","300045998","lappets","descriptiveTopic","aat","300210770","wigs","descriptiveTopic","aat","300046049","headdresses","descriptiveTopic","aat","300046023","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Egyptian (ancient)","aat","300020251","Ancient Egyptian","ULAN Nationalities and Places","933110","","","","a. A wig and artificial beard worn by a priest about the 18th dynasty. b. headdress of striped material with gold fringed lappets---a distinguishing mark that the wearer is of royal blood. c. A lady of rank wearing a circlet ornamented with the lotus bud. Coiffure of about the 18th dynasty.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","106027272","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/5/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/jn722711j4dr","337998","4862","cosv1n04.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~337998~124440"
"cosv2n04.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IV: Late Middle Ages German coronet, headdress, coiffure","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","goldwork","descriptiveTopic","aat","300044045","neckcloths","descriptiveTopic","aat","300210069","hairstyles","descriptiveTopic","aat","300262903","headbands (headgear)","descriptiveTopic","aat","300046115","","","","","","","","","","","","","","","","","","","","","veils (headcloths)","descriptiveTopic","aat","300046128","wimples","descriptiveTopic","aat","300212997","coronets (crowns)","descriptiveTopic","aat","300213701","metalwork","descriptiveTopic","aat","300015336","galloon","descriptiveTopic","aat","300231784","hair ornaments","descriptiveTopic","aat","300209287","scarves (costume accessories)","descriptiveTopic","aat","300046123","gems (object genres)","descriptiveTopic","aat","300011172","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Late Medieval","aat","300111307","German","ULAN Nationalities and Places","901800","","","","a. German---a lady of rank with a soft transparent veil and jeweled coronet. About 1300. b. German---a wealthy lady with an elaborate wimple with coronet. About 1350. c. German--a lady in waiting. Hair parted in the center and drawn across the temples and falling to the shoulders. Back hair is bound in braids. Simple circlet of pearls.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","105561304","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/5/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/b23r7h0229jc","338397","4862","cosv2n04.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338397~123566"
"cosv3n09.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IX: 18th Century French coiffure, headdress, coiffure","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","goldwork","descriptiveTopic","aat","300044045","ribbon (material)","descriptiveTopic","aat","300014668","lawn (textile)","descriptiveTopic","aat","300249444","gems (object genres)","descriptiveTopic","aat","300011172","necklaces","descriptiveTopic","aat","300046001","lace (needlework)","descriptiveTopic","aat","300132861","","","","","","","","","","","","","tiaras","descriptiveTopic","aat","300046046","commodes (headdresses)","descriptiveTopic","aat","300210735","hairstyles","descriptiveTopic","aat","300262903","caps (headgear)","descriptiveTopic","aat","300046094","motifs","descriptiveTopic","aat","300009700","earrings","descriptiveTopic","aat","300045998","bodkins (hairpins)","descriptiveTopic","aat","300046040","jewelry","descriptiveTopic","aat","300209286","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Baroque","aat","300021147","French","ULAN Nationalities and Places","901600","","","","a. French---hair dressed close to the head and piled high, surmounted with a tiara of gold and jewels. About 1702. b. French---a Fontage-commode or tower; a close cap of lawn or lace, covering the back of the head and rising in front in several tall wired and goffered tiers, increasing in height from front to back and projecting obliquely forward. About 1693-1700. c. French---hair dressed close to the head in carefully arranged curls; crowned with jeweled pins and ribbons. About 1707.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104435308","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/6/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/wh8q8n76z7fq","338967","4862","cosv3n09.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338967~123596"
"cosv2n09.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IX: Late Middle Ages French hat, hat, hat","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","hairstyles","descriptiveTopic","aat","300262903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","hats","descriptiveTopic","aat","300046106","toques (caps)","descriptiveTopic","aat","300210812","galloon","descriptiveTopic","aat","300231784","plumes (ornaments)","descriptiveTopic","aat","300203648","neckcloths","descriptiveTopic","aat","300210069","pelt","descriptiveTopic","aat","300193371","collars (neckwear)","descriptiveTopic","aat","300210058","hatbands","descriptiveTopic","aat","300224238","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Late Medieval","aat","300111307","French","ULAN Nationalities and Places","901600","","","","a. French---a youth with a low crowned flat hat with a turned up brim. Plumes. About 1460-80. b. French---a youth in a low crowned hat, brim trimmed with short fur. About 1460. c. French---peaked hat, with turned up brim at the back. High round crown. Plume. About 1477.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104381692","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/5/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/268c1b61r5j9","338492","4862","cosv2n09.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338492~123571"
"cosv1n09.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate IX: Roman crown, coiffure, headdress","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","crowns (headdresses)","descriptiveTopic","aat","300046020","wreaths (costume accessories)","descriptiveTopic","aat","300220784","veils (headcloths)","descriptiveTopic","aat","300046128","","","","","","","","","","","","","","","","","","","","","","","","","metalwork","descriptiveTopic","aat","300015336","galloon","descriptiveTopic","aat","300231784","motifs","descriptiveTopic","aat","300009700","cosmetics","descriptiveTopic","aat","300236306","jewelry","descriptiveTopic","aat","300209286","cauls (headgear)","descriptiveTopic","aat","300254615","goldwork","descriptiveTopic","aat","300044045","hairstyles","descriptiveTopic","aat","300262903","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Roman (ancient Italian style)","aat","300020533","Ancient Roman","ULAN Nationalities and Places","903110","","","","a. The Emperor crowned with a wreath of golden laurel leaves. b. A lady of rank with an elaborate coiffure, the back hair enclosed in a caul after the Greek fashion. c. A Roman lady with bleached hair elaborately curled and frizzed, dusted with gold dust. The back hair is held by a wreath and a veil or palliolum.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104207256","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","2/24/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/g86w5374677c","338093","4862","cosv1n09.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338093~123551"
"cosv3n05.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate V: 17th Century German hat, cap, scarf","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","wigs","descriptiveTopic","aat","300046049","motifs","descriptiveTopic","aat","300009700","plumes (ornaments)","descriptiveTopic","aat","300203648","","","","","","","","","","","","","","","","","","","","","","","","","neckpieces","descriptiveTopic","aat","300210071","collars (neckwear)","descriptiveTopic","aat","300210058","fringe","descriptiveTopic","aat","300227830","perukes","descriptiveTopic","aat","300210864","cocked hats","descriptiveTopic","aat","300210734","bibs (protective wear","descriptiveTopic","aat","300209957","hairstyles","descriptiveTopic","aat","300262903","hats","descriptiveTopic","aat","300046106","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Baroque","aat","300021147","German","ULAN Nationalities and Places","901800","","","","a. German---large brimmed cocked hat with flowing plumes. Curls tied at the back for traveling. About 1660. b. German---three cornered hat without flowing plumes. A large periwig. About 1670. c. German---trimmed and curled hair before the advent of the periwig. About 1625-50.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","103066568","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","3/6/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/494z3395q07t","338891","4862","cosv3n05.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338891~123592"
"cosv1n05.tif","Clifford P. Westermeier Portfolio of Illustrations of Historical Hats and Headdresses","watercolors (paintings)","aat","300078925","Plate V: Grecian headdress","cited","Westermeier, Clifford P. (Clifford Peter), 1910-","naf","n 86124441","personal","illustrator","aat","300025123","1938","publication","hairstyles","descriptiveTopic","aat","300262903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","wreaths (costume accessories)","descriptiveTopic","aat","300220784","sashes (costume accessories)","descriptiveTopic","aat","300216864","","","","","","","","","","","","","","","","","","","","","","","","","University of Colorado at Boulder Special Collections Department","repository","GT2110.W47","shelfList","29.2 cm (L) x 21.6 cm (W)","29.2","length","cm","21.6","width","cm","watercolor (paint)","medium","aat","300015045","","","","","","","","","painting (image-making)","aat","300054216","","","","Greek (ancient)","aat","300020072","Ancient Greek","ULAN Nationalities and Places","906710","","","","a. A youth with the lighter hair which was more desirable than the darker shades. Yellow, red, or auburn hair was ideal. b. Motifs---frets, meander, anthemion. Plant and animal forms, laurel, acanthus, bay, and grape leaves. Human figures and faces. c. Colors--- white and gold, saffron, green, yellow, red, and blue. Purple was worn more often by men. Black and purple was also a sign of grief or mourning. d. Cosmetics---white lead, rouge, scent and oils, honey wax, false hair, hair bleach. e. Textiles---skins, furs, felt, linen, wool, leather, and silk. There is no record that cotton was used. Embroidery was used in the form of bands on garments.","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/","book","citation","URI","104013716","fileSize","bytes","Palombi, Melissa Olympia","personal","scanning technician","2/24/2009","other","digital image","aat","300215302","https://ark.colorado.edu/ark:/47540/8m740k0644x5","338017","4862","cosv1n05.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~52~52~338017~123547"
